0x5b8,Flag 1 - 8,Flag 9 - 16,Flag 17 - 24,Flag 25 - 32,Flag 33 - 40,Flag 41 - 48,Flag 49 - 56,Flag 57 - 63,Character Pointer,Face Pointer,Asset Pointer,Character Name Pointer,Character Description Pointer,Attack Stance Pointer,Defense Stance Pointer,Character ID,Support Route,Army ID,Replace this Character ID from GameData,Parent,Class 1,Class 2,Support ID,Level,Internal level,Enemy/Ally Flag,##UNKNOWN##,Base HP,Base Strength,Base Skill,Base Speed,Base Luck,Base Defense,Base Resistance,Base Mov,HP Cap,Strength Cap,Skill Cap,Speed Cap,Luck Cap,Defense Cap,Resistance Cap,Mov Cap,HP Growth,Strength Growth,Skill Growth,Speed Growth,Luck Growth,Defense Growth,Resistance Growth,Mov Growth,##UNKNOWN##,Sword/Katana Rank,Lance/Naginata Rank,Axe/Club Rank,Shuriken/Dagger Rank,Bow/Yumi Rank,Tome/Scroll Rank,Staff/Rod Rank,Stone Rank,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill Flags 1 - 8,Skill Flags 9 - 16,Personal Skill (Birthright),Personal Skill (Conquest),Personal Skill (Revelation),Day of birth,Month of birth,Reclass option 1,Reclass Option 2,Parent ID,Child ID,Support Index (parent - child and sibling support),Level Cap / 10,Amiibo,Combat Music Pointer,Enemy Voice Pointer,Amiibo weapon 1,Amiibo weapon 2,unk,unk,unk,unk,unk
Lawson,0x0,0x0,0x0,0x0,0x90,0x1d,0x1,0x0,0x13eac,0x13ccf,0x13eba,0x13ec7,0x13ed4,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,30,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ef500013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Gazelle,0x0,0x0,0x0,0x0,0x9d,0x1d,0x1,0x0,0x13efb,0x13f07,0x13f18,0x13f23,0x13f2e,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ef500013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Tatarrah,0x0,0x0,0x0,0x0,0xa8,0x1d,0x1,0x0,0x13f3c,0x13f48,0x13f55,0x13f60,0x13f6b,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13f7900013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2ec0,1,0,0x2ec0,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
DeltheaFernand,0x0,0x0,0x0,0x0,0xb3,0x1d,0x1,0x0,0x137d9,0x137e7,0x13f7f,0x13f8e,0x13f9d,0x13ee4,0x101,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x0,22,10,12,8,0,4,14,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fc500013fb600013faf00013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2ecc,1,0,0x2ecc,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Berkut,0x0,0x0,0x0,0x0,0xc2,0x1d,0x1,0x0,0x13fd2,0x1369a,0x13fe2,0x13ff1,0x14000,0x13ee4,0x500,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,25,10,7,7,2,6,5,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13e280001401200013dcc,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Fernand2,0x0,0x0,0x0,0x0,0xd9,0x1d,0x1,0x0,0x1401a,0x13ccf,0x14028,0x14035,0x14042,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,32,14,7,9,5,10,4,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13e280001406200014052,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Garth,0x0,0x0,0x0,0x0,0xea,0x1d,0x1,0x0,0x13fd2,0x1369a,0x13fe2,0x13ff1,0x14000,0x13ee4,0x600,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,25,11,7,7,2,6,5,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13e280001401200013dcc,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Wolff,0x0,0x0,0x0,0x0,0x1,0x1e,0x1,0x0,0x14069,0x13d30,0x14075,0x14080,0x1408b,0x13d5f,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13d7600013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Deen,0x0,0x0,0x0,0x0,0xc,0x1e,0x1,0x0,0x14099,0x140a7,0x140b8,0x140c5,0x140d2,0x140e2,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ea600013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Sonya,0x0,0x0,0x0,0x0,0x19,0x1e,0x1,0x0,0x13c18,0x13c26,0x13257,0x13c31,0x140ef,0x140e2,0x500,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,32,13,17,17,6,9,4,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13c4e00013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Grieth,0x0,0x0,0x0,0x0,0x28,0x1e,0x1,0x0,0x13be2,0x137e7,0x1324c,0x13bee,0x14101,0x140e2,0x501,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,24,13,11,12,4,5,14,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13c0700013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2edc,1,0,0x2edc,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Blake,0x0,0x0,0x0,0x0,0x35,0x1e,0x1,0x0,0x14111,0x1411d,0x1412a,0x14135,0x14140,0x140e2,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13d7600013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Mikhail,0x0,0x0,0x0,0x0,0x40,0x1e,0x1,0x0,0x1414e,0x13c26,0x1415a,0x14165,0x14170,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x3200,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1417e00013ea600013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
PID_,0x0,0x0,0x0,0x0,0x4b,0x1e,0x1,0x0,0x1418b,0x14199,0x141a6,0x141b3,0x141c0,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x102,0x4b09,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13f7900013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2eea,1,0,0x2eea,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Xaizor,0x0,0x0,0x0,0x0,0x58,0x1e,0x1,0x0,0x141d0,0x1386c,0x141de,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,40,18,7,12,0,13,6,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Marla,0x0,0x0,0x0,0x0,0x66,0x1e,0x1,0x0,0x141eb,0x1411d,0x141f9,0x14206,0x14213,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ef500013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Nuibaba,0x0,0x0,0x0,0x0,0x73,0x1e,0x1,0x0,0x14223,0x1422f,0x14238,0x14243,0x1424e,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x102,0x4b04,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142710001426b00013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2ef8,1,0,0x2ef8,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Zeke,0x0,0x0,0x0,0x0,0x7e,0x1e,0x1,0x0,0x14280,0x1422f,0x1428e,0x1429b,0x142a8,0x1425c,0x100,0x0,0x0,0x3f,0x7c,0x2,0x4b00,0x32,0x0,0,0,0,0xc800,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142c6000142b8,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f04,1,0,0x2f04,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Jerome,0x0,0x0,0x0,0x0,0x8b,0x1e,0x1,0x0,0x13860,0x1386c,0x1319f,0x13881,0x1388c,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x0,40,18,7,12,0,13,6,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce0001389a00013dcc,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Magnus,0x0,0x0,0x0,0x0,0x98,0x1e,0x1,0x0,0x142dd,0x1386c,0x142ed,0x142fc,0x1430b,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ea600013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Hestia,0x0,0x0,0x0,0x0,0xa7,0x1e,0x1,0x0,0x1431d,0x13d88,0x1432b,0x14338,0x14345,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ef500013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Mueller,0x0,0x0,0x0,0x0,0xb4,0x1e,0x1,0x0,0x14355,0x1422f,0x14361,0x1436c,0x14377,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x102,0x4b04,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142710001426b00013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f12,1,0,0x2f12,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Rudolf,0x0,0x0,0x0,0x0,0xbf,0x1e,0x1,0x0,0x14385,0x13f07,0x14395,0x143a4,0x143b3,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ef500013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Berkut2,0x0,0x0,0x0,0x0,0xce,0x1e,0x1,0x0,0x143c5,0x1386c,0x143d3,0x143e0,0x143ed,0x13ee4,0x100,0x0,0x0,0x3f,0x32,0x2,0x4b00,0x32,0x0,0,0,0,0x1f400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fc500014403000143fd00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Fernand2,0x0,0x0,0x0,0x0,0xdb,0x1e,0x1,0x0,0x1401a,0x1386c,0x14028,0x14035,0x14042,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0xc800,40,18,7,12,0,13,6,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13e280001406200014052,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Slayde,0x0,0x0,0x0,0x0,0xec,0x1e,0x1,0x0,0x13fd2,0x13ccf,0x13fe2,0x13ff1,0x14000,0x13ee4,0x300,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x6400,32,13,6,8,5,9,4,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13e280001401200013dcc,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Garcia,0x0,0x0,0x0,0x0,0x1,0x1f,0x1,0x0,0x13de0,0x1386c,0x13df0,0x13dff,0x14416,0x13ee4,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce00013e2000013dcc,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Dolth,0x0,0x0,0x0,0x0,0x14,0x1f,0x1,0x0,0x1442c,0x14199,0x1443a,0x14447,0x14454,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x102,0x4b04,0x32,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13f7900013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f1e,1,0,0x2f1e,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Jamil,0x0,0x0,0x0,0x0,0x21,0x1f,0x1,0x0,0x14464,0x14199,0x14470,0x1447b,0x14486,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x102,0x4b04,0x32,0x0,0,0,0,0xc800,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13f7900013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f2c,1,0,0x2f2c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Jedah,0x0,0x0,0x0,0x0,0x2c,0x1f,0x1,0x0,0x14494,0x13f48,0x144a2,0x144af,0x144bc,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x532,0x0,0,0,0,0x6400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x144cc00013f7900013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f38,1,0,0x2f38,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Duma,0x0,0x0,0x0,0x0,0x39,0x1f,0x1,0x0,0x144dd,0x14199,0x144e9,0x144f4,0x144ff,0x1425c,0x1400,0x0,0x0,0x3f,0x93,0x502,0x4b03,0x32,0x0,0,0,0,0x1f400,52,23,17,16,0,16,12,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce000000000001450d000142b8,18,69,1,0,35,69,1,0,0x4538,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f46,1,0,0x2f46,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Aurum,0x0,0x0,0x0,0x0,0x44,0x1f,0x1,0x0,0x14549,0x14555,0x1455e,0x0,0x14569,0x1425c,0x1e00,0x0,0x0,0x3f,0x1e,0x502,0x4b05,0x632,0x0,0,0,0,0x3e800,-74,30,10,10,0,20,20,0,250,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x144cc000145890001458400014577,154,69,1,0,197,63,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f52,1,0,0x2f52,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Argentum,0x0,0x0,0x0,0x0,0x4f,0x1f,0x1,0x0,0x145a3,0x13f07,0x145b1,0x145be,0x145cb,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,40,16,8,8,0,10,6,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ef500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Gharn,0x0,0x0,0x0,0x0,0x5c,0x1f,0x1,0x0,0x145db,0x13f07,0x145e9,0x145f6,0x14603,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,40,16,8,8,0,10,6,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ef500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cerberus,0x0,0x0,0x0,0x0,0x69,0x1f,0x1,0x0,0x14613,0x13f48,0x1461f,0x1462a,0x14635,0x1425c,0x100,0x0,0x0,0x3f,0x64,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13f7900000000,0,0,0,0,35,69,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f5e,1,0,0x2f5e,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Naberius,0x0,0x0,0x0,0x0,0x74,0x1f,0x1,0x0,0x14643,0x1411d,0x14651,0x1465e,0x1466b,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,120,50,50,50,0,30,0,0,0x13ef500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Hades,0x0,0x0,0x0,0x0,0x81,0x1f,0x1,0x0,0x1467b,0x1411d,0x14689,0x14696,0x146a3,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,120,50,50,50,0,30,0,0,0x13ef500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Berkut3,0x0,0x0,0x0,0x0,0x8e,0x1f,0x1,0x0,0x146b3,0x1386c,0x146bf,0x146ca,0x146d5,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13ea600000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Rinea,0x0,0x0,0x0,0x0,0x99,0x1f,0x1,0x0,0x1401a,0x1386c,0x146e3,0x146f4,0x14042,0x1425c,0x1200,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x12c00,52,24,16,15,0,18,6,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1471d00013fc50001471500014705,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Berkut4,0x0,0x0,0x0,0x0,0xaa,0x1f,0x1,0x0,0x14730,0x1422f,0x1473c,0x1474b,0x14756,0x1425c,0x1101,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,40,20,19,16,0,10,16,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1471d000142ce0001476400000000,0,0,0,0,35,69,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f6a,1,0,0x2f6a,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Rinea2,0x0,0x0,0x0,0x0,0xb5,0x1f,0x1,0x0,0x1401a,0x1386c,0x146e3,0x146f4,0x14042,0x1425c,0x1400,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x12c00,52,27,17,16,0,19,8,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1471d00013fc50001471500014705,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Marla,0x0,0x0,0x0,0x0,0xc8,0x1f,0x1,0x0,0x14730,0x1422f,0x1473c,0x1474b,0x14756,0x1425c,0x1301,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,42,25,18,17,0,12,18,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1471d000142ce0001476400000000,0,0,0,0,35,69,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f6a,1,0,0x2f6a,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Hestia,0x0,0x0,0x0,0x0,0xd5,0x1f,0x1,0x0,0x14223,0x1422f,0x14238,0x14243,0x1424e,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce000142710001426b00000000,0,0,0,0,35,69,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2ef8,1,0,0x2ef8,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
